"","share","id","year","RGO","L","K","RI"
"213",-0.23392453789711,10025,82,10.9726949665684,5.54890590820022,8.6680173624,10.7389077015906
"214",-0.101456716656685,10025,83,11.221080364128,5.69483612166353,9.04592281217593,11.1193324939462
"215",-0.259369164705276,10025,84,10.9224386579632,5.69099311186636,9.19868679454675,10.6656319274903
"216",-0.215440183877945,10025,85,10.7700477485424,5.73164606587199,9.21460139808408,10.5553625029576
"217",-0.233394920825958,10025,86,10.7147904423566,5.81040226789187,9.46763939585044,10.4831578180536
"218",-0.192773684859276,10025,87,11.0318673342492,5.89806864108964,9.60621832871623,10.8401035998361
"219",-0.181940630078316,10025,88,11.1617434429897,6.12526439162637,9.6455302525731,10.9806809396903
"220",-0.167322993278503,10025,89,11.2476271425488,6.13893206870747,9.70841908231344,11.0811487860282
"221",-0.164353534579277,10025,90,11.2342620807815,5.84293786210528,9.70180696145032,11.0659826908933
"222",-0.310833662748337,10025,91,11.3852682143138,6.26498670459046,9.69829267352809,11.0703065530542
"223",-0.305115640163422,10026,81,7.22212798451525,3.46514611976578,4.64635866607868,6.92021800602346
"224",-0.309596359729767,10026,82,7.23512986066951,3.44955742191329,4.53962635826686,6.9274072218638
"225",-0.308697909116745,10026,83,7.25197625986207,3.44915662607221,4.4333854205005,6.94242569597516
"226",-0.140434697270393,10026,84,9.79389151721544,4.2046198528166,4.98502906645143,9.65284050056145
"227",-0.139288783073425,10026,85,10.0087065738091,4.22086223907677,5.60098238093738,9.86922460744071
"228",-0.153435990214348,10026,86,9.79279230294149,4.43886899859057,5.53210294264699,9.636851206961
"229",-0.135610446333885,10026,87,9.718281683861,4.77059235625997,5.68409677167645,9.58039167291876
"230",-0.154543161392212,10026,88,9.46814007299785,4.84626636626296,6.05833477553557,9.31226419795965
"231",-0.120699554681778,10026,89,9.33976261337602,4.83339480094809,6.25350081119969,9.21809518646349
"232",-0.106730930507183,10026,90,9.51872906040672,4.94188413620951,6.37490482187852,9.41004215892247
"233",-0.0764991566538811,10026,91,9.60718470378377,4.99344647804187,6.40529766244143,9.52200277024684
"234",-0.107909366488457,10027,81,11.4713354347006,5.04789058391831,9.16921976923761,11.3628408564181
"235",-0.169978305697441,10027,82,11.6460857731264,5.5120312833324,9.39912431952659,11.47510530808
"236",-0.162670657038689,10027,83,11.6042726889917,5.39512476868322,9.73695783321033,11.4430376619014
"237",-0.139158755540848,10027,84,11.6614242654754,5.39914271916832,9.80949211354995,11.5221215665382
"238",-0.251717269420624,10027,85,11.6809348684115,5.38466065593523,10.0262156329465,11.4322431647802
"239",-0.226702824234962,10027,86,11.7561426852769,5.5730774876274,10.0578140260626,11.5364513148406
"240",-0.186103418469429,10027,87,11.976502727565,5.77999876032865,10.1460164412746,11.7959904497454
"241",-0.370743423700333,10027,88,12.0597550350806,5.82790568425901,10.337762294789,11.6940644217267
"242",-0.432017982006073,10027,89,12.4617590738562,5.87731870673164,10.3906760465328,12.0274527292039
"243",-0.401277005672455,10027,90,12.3875482065498,5.95004537419013,10.6384069322789,11.9826271931797
"244",-0.307911455631256,10027,91,12.339645912278,6.08654609637493,10.6527726502779,12.0294862984349
