logRGO,IRGO,si,Isi,logRI,IRI,logK,IK,id,year,logL,IL,export,import,sizek,adv,hiwag,wcbc,RGO,RVA,logRVA,IRVA,L,K,RI
11.291509,1,-.19656152,1,11.095666,1,8.2773199,1,10001,81,6.2370567,1,0,0,1,1,1,0,80138.203,14253.269,9.5647421,1,511.35126,3933.6372,65884.93
11.314662,1,-.21261479,1,11.101364,1,8.4598761,1,10001,82,6.2803121,1,0,0,1,1,1,0,82015.32,15753.881,9.6648426,1,533.95538,4721.4712,66261.438
11.361767,1,-.21991238,1,11.14059,1,8.5998564,1,10001,83,6.2913809,1,0,0,1,1,1,0,85971.102,17058.875,9.7444267,1,539.89832,5430.8779,68912.227
11.178207,1,-.23426531,1,10.93937,1,8.6606417,1,10001,84,6.3657136,1,0,0,1,1,1,0,71553.953,15202.144,9.6291924,1,581.55981,5771.2324,56351.813
11.012811,1,-.26656762,1,10.739267,1,8.6335983,1,10001,85,6.2017417,1,0,0,1,1,1,0,60646.086,14513.854,9.582859,1,493.60806,5617.2549,46132.234
10.931821,1,-.25734654,1,10.665291,1,8.6368551,1,10001,86,6.1324372,1,0,0,1,1,1,0,55927.992,13085.281,9.4792433,1,460.55728,5635.5776,42842.711
11.011203,1,-.22748202,1,10.775938,1,8.6746902,1,10001,87,6.3442688,1,0,0,1,1,1,0,60548.668,12693.359,9.4488344,1,569.22107,5852.8848,47855.309
10.900355,1,-.2581571,1,10.635978,1,8.6365185,1,10001,88,6.0470877,1,0,0,1,1,1,0,54195.613,12590.56,9.4407034,1,422.87976,5633.6802,41605.055
10.837869,1,-.20745693,1,10.625474,1,8.6026564,1,10001,89,6.0222321,1,0,0,1,1,1,0,50912.742,9742.416,9.1842451,1,412.49829,5446.1045,41170.328
10.821717,1,-.2215448,1,10.596253,1,8.6863441,1,10001,90,5.8939962,1,0,0,1,1,1,0,50097.012,10112.291,9.2215071,1,362.85236,5921.4912,39984.723
10.822422,1,-.23535374,1,10.584594,1,8.6892443,1,10001,91,5.8857746,1,0,0,1,1,1,0,50132.344,10611.122,9.2696581,1,359.88135,5938.6885,39521.223
8.3756533,1,-.23869556,1,8.1368532,1,6.6604705,1,10002,81,2.9506295,1,0,1,1,1,1,1,4340.1001,921.95544,6.8264966,1,19.117983,780.9184,3418.1445
8.1932726,1,-.18647948,1,8.0092554,1,6.7409196,1,10002,82,2.9450839,1,0,0,1,1,0,1,3616.5352,607.86035,6.409945,1,19.012257,846.33899,3008.6748
8.0336676,1,-.20403804,1,7.8263307,1,6.6870809,1,10002,83,2.9457464,1,0,0,1,1,0,1,3083.0269,577.30743,6.3583751,1,19.024857,801.97797,2505.7192
8.0410862,1,-.20790723,1,7.8305306,1,6.9245763,1,10002,84,2.7793772,1,0,0,0,1,1,1,3105.9846,589.72009,6.3796477,1,16.108986,1016.9632,2516.2644
7.8960509,1,-.20427255,1,7.6911626,1,7.1461453,1,10002,85,2.3617582,1,0,0,1,1,1,1,2686.6519,497.73419,6.2100663,1,10.609589,1269.2043,2188.9177
7.7386765,1,-.19334057,1,7.5455918,1,7.580009,1,10002,86,2.3618481,1,0,0,1,1,1,1,2295.4321,403.0506,5.9990621,1,10.610542,1958.6469,1892.3816
7.5922856,1,-.16997068,1,7.4186368,1,7.5975041,1,10002,87,2.3619027,1,0,0,1,1,1,1,1982.8396,316.08047,5.7559972,1,10.611122,1993.2152,1666.7592
7.4609971,1,-.1930131,1,7.2642646,1,7.5543075,1,10002,88,2.4412572,1,0,0,1,1,1,1,1738.8815,310.5463,5.7383332,1,11.487474,1908.948,1428.3352
7.3776469,1,-.28902948,1,7.0824628,1,7.512651,1,10002,89,2.4537523,1,0,0,1,1,1,1,1599.8215,408.92413,6.0135293,1,11.631912,1831.0621,1190.8975
6.6671596,1,-.34761247,1,6.3025632,1,7.4724879,1,10002,90,2.5054166,1,0,0,1,1,1,1,786.15918,240.18974,5.4814291,1,12.24866,1758.9778,545.96942
,0,,0,,0,,0,10002,91,,0,,,,,,1,,,,0,,,
12.240375,1,-.28851196,1,11.956742,1,9.6792688,1,10003,81,6.9304509,1,0,1,1,1,1,1,206979.3,51114.926,10.841832,1,1022.9551,15982.803,155864.38
12.289739,1,-.26618922,1,12.026734,1,9.7924891,1,10003,82,6.8465362,1,0,1,1,1,1,1,217453.03,50288.477,10.825532,1,940.61731,17898.789,167164.55
12.278483,1,-.2934081,1,11.989452,1,10.040473,1,10003,83,6.879765,1,0,1,1,1,1,1,215019.3,53972.188,10.896225,1,972.39807,22936.215,161047.11
12.262591,1,-.29443809,1,11.972435,1,10.110456,1,10003,84,6.9635148,1,0,1,1,1,1,1,211629.17,53299.539,10.883683,1,1057.3434,24598.879,158329.64
12.384082,1,-.38023558,1,12.00591,1,10.200676,1,10003,85,6.7359476,1,0,1,1,1,1,1,238967.2,75247.836,11.228543,1,842.14099,26921.355,163719.36
12.487078,1,-.51687342,1,11.97228,1,10.289028,1,10003,86,6.7213588,1,0,1,1,1,1,1,264892,106586.98,11.576717,1,829.94458,29408.162,158305.02
12.720526,1,-.51171219,1,12.211946,1,10.5325,1,10003,87,6.9806299,1,1,1,1,1,1,1,334544.44,133366.58,11.800858,1,1075.5958,37515.133,201177.88
12.717758,1,-.50813812,1,12.211728,1,10.691216,1,10003,88,7.0362468,1,0,1,1,1,1,1,333620.06,132485.88,11.794231,1,1137.1119,43967.934,201134.2
12.740836,1,-.59987289,1,12.140456,1,10.724392,1,10003,89,7.0041542,1,0,1,1,1,1,1,341408.72,154110.8,11.945428,1,1101.1985,45451.055,187297.92
12.834974,1,-.55789459,1,12.278246,1,10.762417,1,10003,90,7.0092058,1,0,1,1,1,1,1,375109.66,160141.5,11.983813,1,1106.775,47212.625,214968.16
13.025569,1,-.24634233,1,12.779977,1,10.872622,1,10003,91,7.0462656,1,0,1,1,1,1,1,453871.31,98834.602,11.501204,1,1148.5616,52713.227,355036.69
8.3505011,1,-.1534303,1,8.1954222,1,5.9812846,1,10004,81,3.000196,1,0,0,1,1,1,1,4232.2998,607.98047,6.4101424,1,20.089474,395.94879,3624.3196
8.5414915,1,-.14067137,1,8.3996878,1,6.1221642,1,10004,82,3.263761,1,0,0,0,1,1,1,5122.9785,677.30042,6.5181146,1,26.147697,455.85016,4445.6782
8.5156794,1,-.16396104,1,8.3520374,1,6.1807237,1,10004,83,3.3971403,1,0,0,0,1,1,1,4992.4326,753.62659,6.6248965,1,29.878536,483.34186,4238.8062
8.4272385,1,-.16411562,1,8.2677259,1,6.2513051,1,10004,84,3.365314,1,0,0,0,1,1,1,4569.8618,673.78357,6.5129094,1,28.942581,518.68939,3896.0781
8.1546326,1,-.18764623,1,7.9735265,1,6.3306289,1,10004,85,3.3557405,1,0,0,0,1,1,1,3479.4578,576.3797,6.3567662,1,28.666824,561.50958,2903.0781
8.0195637,1,-.17897472,1,7.8443131,1,6.3915353,1,10004,86,3.3818607,1,0,0,0,1,1,1,3039.8496,488.66464,6.1916766,1,29.425474,596.77222,2551.1851
8.4402781,1,-.20380628,1,8.2360144,1,6.3288817,1,10004,87,3.6081431,1,0,0,0,1,0,0,4629.8408,855.37463,6.7515397,1,36.897472,560.52966,3774.4663
8.3270006,1,-.23228,1,8.101449,1,6.7048116,1,10004,88,3.3845706,1,0,0,0,1,1,0,4133.9995,834.7547,6.727138,1,29.505323,816.32391,3299.2449
8.3431883,1,-.25419387,1,8.0908823,1,6.819489,1,10004,89,3.8279943,1,0,0,0,1,0,0,4201.4614,936.89709,6.8425736,1,45.970245,915.51727,3264.5642
8.2119303,1,-.14619173,1,8.0747728,1,6.9511971,1,10004,90,3.5388238,1,0,0,0,1,0,0,3684.6453,472.2496,6.1575074,1,34.426407,1044.3998,3212.3958
8.1070738,1,-.1311771,1,7.9861684,1,6.9560857,1,10004,91,3.3208067,1,0,0,0,0,0,0,3317.8542,377.84454,5.9344831,1,27.682673,1049.5178,2940.0098
9.7951117,1,-.17449087,1,9.6211643,1,7.7315106,1,10005,81,4.5342674,1,0,1,1,1,1,1,17945.801,2865.2078,7.9603963,1,93.155258,2279.0415,15080.592
9.7870922,1,-.19658916,1,9.5890398,1,7.9965854,1,10005,82,4.6957541,1,0,1,1,1,1,1,17802.451,3198.6125,8.0704727,1,109.48135,2970.7974,14603.839
9.7659683,1,-.18733476,1,9.5761976,1,8.0532331,1,10005,83,4.7264132,1,0,1,1,1,0,1,17430.346,3012.8594,8.0106449,1,112.88995,3143.9407,14417.486
9.8429594,1,-.1261538,1,9.7127991,1,8.1439648,1,10005,84,4.6243887,1,0,1,1,1,1,1,18825.334,2297.5454,7.7395968,1,101.94042,3442.5396,16527.789
9.8492517,1,-.17895111,1,9.6656551,1,8.3462744,1,10005,85,4.855566,1,0,1,1,1,1,0,18944.172,3177.4829,8.0638447,1,128.45337,4214.4478,15766.689
9.7573137,1,-.18835743,1,9.5624437,1,8.2860622,1,10005,86,4.8603802,1,0,1,1,1,1,1,17280.141,3059.5874,8.0260363,1,129.07326,3968.177,14220.553
9.8896399,1,-.17315559,1,9.7118692,1,8.3612146,1,10005,87,4.8473492,1,0,1,1,1,1,1,19724.939,3212.5078,8.0748072,1,127.40221,4277.8843,16512.432
9.8695555,1,-.21784467,1,9.6460352,1,8.3749914,1,10005,88,5.0875945,1,0,1,1,1,1,1,19332.736,3872.3735,8.2616234,1,161.99974,4337.2275,15460.362
9.8773708,1,-.20973788,1,9.6619473,1,8.4501953,1,10005,89,5.034163,1,0,1,1,1,1,1,19484.412,3776.0828,8.2364426,1,153.57097,4675.9854,15708.33
9.6994429,1,-.21987236,1,9.4717522,1,8.5963774,1,10005,90,5.1165066,1,0,1,1,1,0,1,16308.508,3320.8892,8.1079884,1,166.75185,5412.0156,12987.619
9.7376633,1,-.24022496,1,9.4917812,1,8.550107,1,10005,91,5.2189522,1,0,1,1,1,0,1,16943.891,3693.5203,8.2143354,1,184.74048,5167.3071,13250.37
9.6061525,1,-.18797705,1,9.4195919,1,7.0234618,1,10006,81,4.2709594,1,0,1,1,1,1,1,14855.9,2528.3579,7.8353257,1,71.590294,1122.6664,12327.542
9.7311153,1,-.27054754,1,9.4612818,1,7.16816,1,10006,82,4.9448657,1,0,1,1,1,0,1,16833.316,3980.9719,8.2892818,1,140.452,1297.4556,12852.344
9.5378981,1,-.26445547,1,9.2724237,1,7.4104438,1,10006,83,4.352767,1,0,1,1,1,0,1,13875.742,3235.239,8.0818586,1,77.693138,1653.1604,10640.503
9.0498638,1,-.23460779,1,8.8118324,1,7.1725593,1,10006,84,4.0547986,1,0,1,1,1,1,1,8517.374,1804.1672,7.4978547,1,57.673534,1303.1757,6713.207
9.2514772,1,-.40943483,1,8.8391981,1,7.1736712,1,10006,85,4.1787615,1,0,1,1,1,0,0,10419.939,3520.4868,8.1663551,1,65.28495,1304.6254,6899.4531
8.954464,1,-.13125674,1,8.8187656,1,7.1149755,1,10006,86,3.7747803,1,0,1,0,1,1,0,7742.3696,982.45471,6.8900542,1,43.587929,1230.2529,6759.915
9.0223961,1,-.16817458,1,8.8500147,1,7.0524755,1,10006,87,3.6263602,1,0,1,0,1,1,1,8286.6084,1312.1195,7.179399,1,37.575802,1155.7162,6974.4893
9.0099335,1,-.21985914,1,8.7849131,1,6.9752994,1,10006,88,3.7175524,1,0,1,0,1,1,1,8183.9756,1649.075,7.40797,1,41.163517,1069.8776,6534.9009
9.0685921,1,-.22023289,1,8.8434772,1,7.0122342,1,10006,89,3.9843719,1,0,1,0,1,1,0,8678.3936,1749.3547,7.4670024,1,53.751514,1110.1322,6929.0391
8.9867563,1,-.28482077,1,8.6966562,1,7.0869613,1,10006,90,3.9988997,1,0,1,0,1,1,0,7996.4702,2013.598,7.6076789,1,54.538109,1196.2673,5982.8721
8.7987852,1,-.30626765,1,8.4889021,1,7.01263,1,10006,91,4.4030337,1,0,1,0,1,0,0,6626.1836,1765.657,7.4762778,1,81.698357,1110.572,4860.5264
11.394658,1,-.65532821,1,10.742433,1,8.9789391,1,10007,81,6.7367539,1,0,1,1,1,1,1,88845.797,42567.32,10.658843,1,842.82043,7934.2095,46278.477
11.5499,1,-.65553415,1,10.898781,1,9.3979568,1,10007,82,6.8717675,1,0,1,1,1,1,1,103766.66,49656.352,10.812882,1,964.65198,12063.706,54110.313
11.522352,1,-.43907726,1,11.085472,1,9.5971823,1,10007,83,6.3465695,1,0,1,1,1,1,1,100947.12,35730.352,10.483756,1,570.53217,14723.236,65216.77
11.560279,1,-.37357378,1,11.19114,1,9.7043495,1,10007,84,6.5792575,1,0,1,1,1,1,1,104849.17,32363.824,10.384797,1,720.00464,16388.732,72485.344
11.769412,1,-.42219368,1,11.351815,1,9.7920332,1,10007,85,6.8360186,1,0,1,1,1,1,1,129238.1,44118.293,10.694631,1,930.776,17890.629,85119.805
11.951904,1,-.48010939,1,11.474848,1,10.45207,1,10007,86,7.0383372,1,0,1,1,1,1,1,155112.11,58848.355,10.982719,1,1139.4911,34615.953,96263.758
12.048607,1,-.37361577,1,11.678107,1,10.534918,1,10007,87,7.3219376,1,0,1,1,1,1,1,170861.06,52900.363,10.876166,1,1513.1332,37605.945,117960.7
12.213278,1,-.44546315,1,11.769161,1,11.077918,1,10007,88,7.4587111,1,0,1,1,1,1,1,201446.17,72240.547,11.187757,1,1734.9103,64725.949,129205.63
12.173744,1,-.38969707,1,11.78291,1,11.053957,1,10007,89,6.9712024,1,0,1,1,1,1,1,193637.59,62643.188,11.045211,1,1065.5033,63193.469,130994.41
12.245945,1,-.2336667,1,12.014057,1,11.201385,1,10007,90,7.5492425,1,0,1,1,1,0,1,208135.42,43076.664,10.670737,1,1899.3036,73231.703,165058.77
12.354073,1,-.26784214,1,12.09055,1,11.173637,1,10007,91,7.3103256,1,0,1,1,1,1,0,231902.42,53722.426,10.891586,1,1495.6641,71227.711,178180
10.864867,1,-.14150207,1,10.72252,1,9.8097754,1,10008,81,5.1113868,1,0,0,1,1,1,1,52306,6939.9561,8.8450508,1,165.90022,18210.887,45366.043
11.422963,1,-.49357095,1,10.928653,1,9.9167967,1,10008,82,6.1045451,1,0,0,1,1,1,0,91396.484,35645.398,10.481376,1,447.88889,20267.957,55751.086
11.534211,1,-.36993608,1,11.164223,1,9.9864902,1,10008,83,6.1838717,1,0,0,1,1,1,0,102151.38,31591.1,10.360631,1,484.86554,21730.887,70560.281
11.503503,1,-.32649571,1,11.178562,1,10.13017,1,10008,84,6.1607275,1,0,0,1,1,1,0,99062.109,27482.756,10.221314,1,473.77271,25088.605,71579.352
11.501888,1,-.29344845,1,11.211885,1,10.192265,1,10008,85,6.2977071,1,0,0,1,1,1,0,98902.336,24897.574,10.122526,1,543.32477,26695.863,74004.766
11.530396,1,-.31297952,1,11.220186,1,10.233442,1,10008,86,6.2400098,1,0,0,1,1,1,0,101762.36,27140.756,10.208793,1,512.86353,27818.104,74621.609
11.665417,1,-.35390455,1,11.316751,1,10.381137,1,10008,87,6.5206871,1,0,0,1,1,1,0,116473.2,34286.324,10.442502,1,679.04492,32245.594,82186.875
11.717247,1,-.25613397,1,11.465457,1,10.340047,1,10008,88,6.3799882,1,0,0,1,1,1,0,122669.23,27305.262,10.214835,1,589.92078,30947.453,95363.977
11.585658,1,-.28853598,1,11.302371,1,10.304008,1,10008,89,6.5176044,1,0,0,1,1,1,0,107544.2,26530.77,10.186061,1,676.95471,29851.99,81013.43
11.518331,1,-.30400857,1,11.22095,1,10.260334,1,10008,90,6.3234377,1,0,0,1,1,1,0,100541.89,25863.262,10.16058,1,557.48608,28576.316,74678.633
11.507827,1,-.27622974,1,11.237735,1,10.236157,1,10008,91,6.3434625,1,0,0,1,1,1,0,99491.406,23548.725,10.066828,1,568.76215,27893.719,75942.68
8.1567688,1,-.14309423,1,8.0149012,1,6.8214107,1,10010,81,3.5319898,1,0,1,1,1,0,0,3486.8999,461.19025,6.1338105,1,34.191933,917.27802,3025.7097
8.1708164,1,-.18778782,1,7.9835591,1,7.1654124,1,10010,82,3.4808965,1,0,1,1,1,0,0,3536.2273,603.87872,6.4033732,1,32.488831,1293.8955,2932.3486
8.1302738,1,-.20886676,1,7.9205966,1,7.2199817,1,10010,83,3.4731905,1,0,1,1,1,0,0,3395.7273,642.31464,6.4650779,1,32.239437,1366.4635,2753.4126
8.0506372,1,-.2475381,1,7.8000531,1,7.166739,1,10010,84,3.3658478,1,0,1,1,1,0,0,3135.79,695.05939,6.5439973,1,28.95804,1295.6124,2440.7307
7.934072,1,-.24654999,1,7.6816792,1,7.11589,1,10010,85,3.5007792,1,0,1,1,1,0,0,2790.7671,622.50897,6.4337583,1,33.141262,1231.3792,2168.2581
7.8883319,1,-.26886931,1,7.6120601,1,7.3159184,1,10010,86,3.5915945,1,0,1,1,1,0,0,2665.9939,643.55408,6.4670062,1,36.291897,1504.0532,2022.4398
7.6393828,1,-.24987066,1,7.3817439,1,7.4042993,1,10010,87,3.5758326,1,0,1,1,1,0,0,2078.4609,472.07159,6.1571307,1,35.72435,1643.0326,1606.3894
7.5903888,1,-.34911957,1,7.2299428,1,7.4263091,1,10010,88,3.6701677,1,0,1,1,1,0,0,1979.0836,598.93982,6.3951612,1,39.258484,1679.5973,1380.1438
7.5618281,1,-.29390186,1,7.2584538,1,7.4162412,1,10010,89,3.503916,1,0,1,1,1,0,0,1923.3586,503.29962,6.2211852,1,33.245388,1662.7721,1420.059
7.3607945,1,-.26406798,1,7.0831256,1,7.361527,1,10010,90,3.3954692,1,0,1,0,1,0,0,1573.0853,381.39804,5.9438434,1,29.828648,1574.2389,1191.6873
7.1377568,1,-.23285672,1,6.8970008,1,7.2837272,1,10010,91,3.0746248,1,0,1,0,1,0,0,1258.6024,269.29892,5.5958219,1,21.64176,1456.407,989.30353
8.2470112,1,-.23748121,1,8.0208549,1,5.2212791,1,10011,81,3.2711136,1,0,0,0,1,1,1,3816.2,772.42224,6.6495309,1,26.340654,185.17088,3043.7778
8.5554533,1,-.56269193,1,8.0025196,1,8.2373991,1,10011,82,3.9004843,1,0,1,1,1,1,0,5195.0039,2206.5256,7.6991744,1,49.426376,3779.6958,2988.4783
9.1388845,1,-.33668059,1,8.8125477,1,9.0863209,1,10011,83,4.6733732,1,0,0,1,1,0,1,9310.3672,2592.3586,7.8603234,1,107.05827,8833.6211,6718.0088
9.3438749,1,-.37017891,1,8.9844847,1,9.4834366,1,10011,84,4.9304414,1,0,0,1,1,1,1,11428.607,3450.2759,8.1462097,1,138.44063,13140.256,7978.3311
9.7555971,1,-.48638365,1,9.3060427,1,9.459734,1,10011,85,5.0302634,1,0,0,1,1,1,1,17250.508,6246.1982,8.7397289,1,152.9733,12832.467,11004.31
9.7795725,1,-.41494608,1,9.3848314,1,9.430974,1,10011,86,5.0303168,1,0,0,1,1,1,1,17669.088,5762.689,8.6591597,1,152.98146,12468.659,11906.398
9.6309719,1,-.33785278,1,9.3208885,1,9.4155884,1,10011,87,5.4293184,1,0,0,1,1,0,1,15229.222,4060.3242,8.3090181,1,227.9938,12278.292,11168.897
9.910409,1,-.25867653,1,9.6578579,1,9.3835707,1,10011,88,5.5735183,1,0,0,1,1,0,1,20138.902,4494.6641,8.4106464,1,263.35904,11891.394,15644.237
10.06638,1,-.28148654,1,9.7906713,1,9.4033766,1,10011,89,5.5243835,1,0,0,1,1,0,1,23538.178,5671.8955,8.6432791,1,250.73169,12129.262,17866.283
10.010366,1,-.2236667,1,9.7919092,1,9.3691587,1,10011,90,5.690629,1,0,1,1,1,0,1,22255.982,4367.561,8.3819609,1,296.07983,11721.249,17888.422
10.085473,1,-.22622111,1,9.8623466,1,9.3449011,1,10011,91,5.5525031,1,0,1,1,1,0,1,23991.93,4798.0562,8.4759665,1,257.88223,11440.332,19193.873
10.031432,1,-.37673292,1,9.656146,1,7.7344241,1,10012,81,5.2426434,1,0,1,1,1,1,1,22729.801,7112.3232,8.869585,1,189.16945,2285.6909,15617.477
10.002026,1,-.28378984,1,9.71702,1,8.4017725,1,10012,82,5.1554523,1,0,1,1,1,1,1,22071.113,5473.4126,8.6076584,1,173.37419,4454.9536,16597.699
10.130678,1,-.40370521,1,9.7262764,1,8.4757376,1,10012,83,5.132618,1,0,1,1,1,1,1,25101.375,8349.3281,9.0299368,1,169.46016,4796.9585,16752.047
10.192902,1,-.36013272,1,9.8296738,1,8.574975,1,10012,84,5.0964599,1,0,1,1,1,1,1,26712.895,8136.0127,9.004056,1,163.44231,5297.4165,18576.881
10.16713,1,-.39640152,1,9.7705688,1,8.6384354,1,10012,85,5.067749,1,0,1,1,1,1,1,26033.254,8522.5361,9.0504694,1,158.81641,5644.4897,17510.717
10.259867,1,-.39668065,1,9.8614187,1,8.6188726,1,10012,86,5.2136483,1,0,1,1,1,1,1,28562.963,9386.8965,9.1470709,1,183.76326,5535.1411,19176.066
10.458126,1,-.32929137,1,10.128097,1,8.8571215,1,10012,87,5.3489017,1,0,1,1,1,1,1,34826.227,9789.5723,9.1890736,1,210.37709,7024.228,25036.652
10.476367,1,-.27474073,1,10.20122,1,8.9287167,1,10012,88,5.2910247,1,0,1,1,1,1,1,35467.305,8531.2969,9.0514975,1,198.54672,7545.5688,26936.006
10.494074,1,-.2572026,1,10.236351,1,8.989027,1,10012,89,5.3753638,1,0,1,1,1,1,1,36100.906,8201.7754,9.0121059,1,216.01849,8014.6499,27899.131
10.613496,1,-.30271539,1,10.310225,1,9.1505041,1,10012,90,5.3632126,1,0,1,1,1,1,1,40680.156,10641.972,9.2725611,1,213.40942,9419.1826,30038.184
10.812781,1,-.3128202,1,10.500269,1,9.1683741,1,10012,91,5.6289968,1,0,1,1,1,1,0,49651.348,13326.109,9.4974813,1,278.38272,9589.0215,36325.238
8.8146725,1,-.1119791,1,8.7043533,1,7.1846337,1,10013,81,3.0706513,1,0,1,1,1,1,1,6732.2998,703.20313,6.5556455,1,21.555935,1319.0057,6029.0967
8.77773,1,-.27151847,1,8.5067682,1,7.4633403,1,10013,82,3.4927721,1,0,1,1,1,1,1,6488.1318,1539.9883,7.3395305,1,32.876957,1742.9606,4948.1436
9.0008049,1,-.1929549,1,8.8073025,1,7.5812783,1,10013,83,4.1643162,1,0,1,1,1,0,1,8109.6055,1426.7429,7.2631497,1,64.348656,1961.1344,6682.8623
9.0932226,1,-.25000435,1,8.8394089,1,7.5550113,1,10013,84,4.005331,1,0,0,1,1,1,1,8894.8027,1993.8914,7.5978436,1,54.889992,1910.2922,6900.9111
8.9905481,1,-.25924286,1,8.7260504,1,7.8297181,1,10013,85,4.6728406,1,0,0,1,1,0,1,8026.8525,1865.5125,7.5312915,1,107.00127,2514.2207,6161.3398
8.9458094,1,-.18590556,1,8.7509689,1,7.7701945,1,10013,86,4.4363523,1,0,0,1,1,0,1,7675.6523,1358.8489,7.2143931,1,84.46627,2368.9321,6316.8037
,0,,0,,0,,0,10013,87,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,10013,88,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,10013,89,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,10013,90,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,10013,91,,0,,,,,,1,,,,0,,,
10.922844,1,-.14866765,1,,0,8.9467478,1,10015,81,5.0500197,1,1,0,1,0,1,1,55428.199,,,0,156.02557,7682.8594,
10.79044,1,-.073400691,1,10.720192,1,8.9456081,1,10015,82,5.1281152,1,1,0,1,0,0,1,48554.367,3293.8125,8.0998011,1,168.69885,7674.1084,45260.555
10.813167,1,-.10510129,1,10.711499,1,8.8793955,1,10015,83,4.7772999,1,1,0,1,1,1,1,49670.492,4801.6436,8.4767141,1,118.78318,7182.4429,44868.848
9.5910091,1,.044551603,1,9.6434479,1,8.8180895,1,10015,84,4.4763336,1,1,0,1,0,1,0,14632.627,,,0,87.911743,6755.3447,15420.409
8.6977444,1,.032106951,1,8.7494869,1,8.4449081,1,10015,85,4.5912285,1,1,0,1,0,0,0,5989.3828,,,0,98.615517,4651.3242,6307.4463
7.388864,1,.1798775,1,7.6311364,1,8.3975544,1,10015,86,4.2555327,1,1,0,1,0,1,0,1617.8673,,,0,70.494354,4436.2012,2061.3906
6.1400647,1,.032365277,1,6.2376771,1,8.3419495,1,10015,87,3.3917503,1,0,0,1,0,1,0,464.0838,,,0,29.717924,4196.2588,511.66864
6.8883243,1,.17257269,1,7.0924478,1,8.2871885,1,10015,88,1.8994325,1,0,0,1,1,0,0,980.75647,,,0,6.6821017,3972.6479,1202.8488
,0,,0,,0,,0,10015,89,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,10015,90,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,10015,91,,0,,,,,,1,,,,0,,,
8.0279007,1,-.27827656,1,7.755425,1,6.4229798,1,10016,81,4.0638385,1,0,0,1,1,0,1,3065.3,731.09802,6.5945477,1,58.197262,615.83533,2334.2019
8.1925983,1,-.2559568,1,7.9397874,1,6.583796,1,10016,82,3.7447197,1,0,0,1,1,1,1,3614.0991,807.33496,6.6937385,1,42.297153,723.27954,2806.7642
8.3629389,1,-.33749747,1,8.0269766,1,6.6961122,1,10016,83,3.6862929,1,0,0,1,1,1,1,4285.2705,1222.804,7.1089015,1,39.896667,809.25317,3062.4663
8.3150806,1,-.25126261,1,8.0680857,1,6.6010785,1,10016,84,3.6250775,1,0,0,0,1,1,1,4085.0132,894.02771,6.7957368,1,37.527634,735.88879,3190.9856
8.4388447,1,-.34618813,1,8.0985699,1,6.6054215,1,10016,85,4.210887,1,0,0,0,1,0,0,4623.2085,1333.4504,7.1955247,1,67.416321,739.09113,3289.7583
8.5219908,1,-.25946829,1,8.2657385,1,7.0338874,1,10016,86,4.3448339,1,0,0,0,1,0,0,5024.0439,1135.7024,7.035006,1,77.079216,1134.432,3888.3413
9.0077705,1,-.17115529,1,8.838398,1,7.0799756,1,10016,87,4.5215416,1,0,0,0,1,0,0,8166.2915,1272.3578,7.1486268,1,91.977287,1187.9391,6893.9336
8.9321289,1,-.17228232,1,8.76408,1,6.9918685,1,10016,88,4.4539266,1,0,0,0,1,1,0,7571.3608,1171.1926,7.0657773,1,85.963806,1087.7516,6400.1685
8.8556614,1,-.18955524,1,8.6691599,1,6.9312158,1,10016,89,4.3967633,1,0,0,0,1,0,0,7013.9814,1193.3785,7.0845437,1,81.187675,1023.7377,5820.6025
8.6138935,1,-.51791948,1,8.0985374,1,7.5746856,1,10016,90,4.4847569,1,0,0,1,1,0,0,5507.6514,2217.9985,7.7043605,1,88.655418,1948.2477,3289.6528
8.5665646,1,-.19645132,1,8.3756523,1,7.5514569,1,10016,91,4.6565962,1,0,0,1,1,0,0,5253.0518,912.95624,6.8166881,1,105.27714,1903.5143,4340.0952
9.7809868,1,-.033527251,1,9.7499685,1,7.5434575,1,10017,81,4.48773,1,0,0,1,0,1,0,17694.1,540.42346,6.2923532,1,88.91938,1888.3473,17153.676
9.9508734,1,-.091413483,1,9.8611307,1,7.4779582,1,10017,82,4.361217,1,0,0,1,0,1,0,20970.512,1799.9672,7.4955239,1,78.352432,1768.6252,19170.545
7.5935292,1,-1.2653426,1,6.3654685,1,7.8693871,1,10017,83,4.2609262,1,0,0,1,0,1,0,1985.3083,1403.8912,7.2470031,1,70.87561,2615.9614,581.41724
10.088716,1,-.065310851,1,10.025946,1,7.8004489,1,10017,84,4.2664757,1,0,0,1,0,0,0,24069.855,1464.4265,7.2892194,1,71.270027,2441.6987,22605.43
10.100293,1,-.063018821,1,10.039939,1,7.7320504,1,10017,85,4.1501002,1,0,0,1,0,0,0,24350.146,1426.1719,7.2627492,1,63.440346,2280.2725,22923.975
9.9291887,1,-.054597467,1,9.8773251,1,7.6642003,1,10017,86,4.231288,1,0,0,1,1,0,0,20520.682,1037.1453,6.9442277,1,68.805801,2130.688,19483.535
