logRGO,IRGO,si,Isi,logRI,IRI,logK,IK,id,year,logL,IL,export,import,sizek,adv,hiwag,wcbc,RGO,RVA,logRVA,IRVA,L,K,RI
,0,,0,,0,,0,19416,89,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19416,90,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19416,91,,0,,,,,,1,,,,0,,,
7.6364627,1,-.27960819,1,7.3567004,1,,0,19417,81,3.2067358,1,0,0,,0,1,0,2072.3999,505.74139,6.2260251,1,24.698338,,1566.6586
7.7217851,1,-.37260571,1,7.3486247,1,,0,19417,82,3.3105185,1,0,0,,1,1,0,2256.9849,702.92688,6.5552526,1,27.399328,,1554.0581
7.6821933,1,-.50148344,1,7.1814008,1,,0,19417,83,3.2740831,1,0,0,,1,1,0,2169.3726,854.62366,6.7506614,1,26.418991,,1314.749
7.6634784,1,-.44975579,1,7.2153926,1,,0,19417,84,3.3767712,1,0,0,,1,0,0,2129.1514,768.94366,6.6450181,1,29.276091,,1360.2078
7.2859178,1,-.41609058,1,6.8696065,1,,0,19417,85,3.4291406,1,0,0,,1,0,0,1459.6008,497.03125,6.208653,1,30.850119,,962.56952
7.2079501,1,-.4164415,1,6.7929101,1,,0,19417,86,3.1345203,1,0,0,,1,1,0,1350.1218,458.61728,6.1282163,1,22.977612,,891.50452
7.2520175,1,-.40731475,1,6.8512988,1,,0,19417,87,3.1629601,1,0,0,,1,0,0,1410.9487,465.84113,6.1438441,1,23.640467,,945.1076
7.2938466,1,-.40900415,1,6.8803086,1,,0,19417,88,3.170599,1,0,0,,1,0,0,1471.2189,498.29239,6.2111869,1,23.821747,,972.92645
7.3081555,1,-.38956735,1,6.9163518,1,,0,19417,89,3.2786016,1,0,0,,1,0,0,1492.4224,483.78848,6.1816478,1,26.538635,,1008.6339
7.4102788,1,-.4020068,1,7.0072312,1,,0,19417,90,3.3346012,1,0,0,,1,0,0,1652.8867,548.29474,6.3068128,1,28.067188,,1104.592
7.3680701,1,-.42811084,1,6.9416575,1,,0,19417,91,3.3537045,1,0,0,,1,1,0,1584.5731,550.08923,6.3100801,1,28.608517,,1034.4839
5.0832658,1,-.31767911,1,4.7764153,1,,0,19418,81,1.3862944,1,0,1,,0,0,0,161.3,42.621849,3.752367,1,4,,118.67815
,0,,0,,0,,0,19418,82,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19418,83,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19418,84,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19418,85,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19418,86,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19418,87,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19418,88,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19418,89,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19418,90,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19418,91,,0,,,,,,1,,,,0,,,
7.150701,1,-.26703399,1,6.8854499,1,,0,19419,81,2.5097501,1,0,0,,1,1,1,1275,297.05829,5.6939282,1,12.301855,,977.94171
7.0970817,1,-.42947087,1,6.6641288,1,,0,19419,82,2.5124879,1,0,0,,1,0,1,1208.4351,424.65479,6.0512767,1,12.335582,,783.78027
7.2615256,1,-.404827,1,6.856647,1,,0,19419,83,2.9778557,1,0,0,,1,0,0,1424.4275,474.25195,6.1617389,1,19.645645,,950.17548
7.1959834,1,-.30835733,1,6.8851085,1,,0,19419,84,2.2737553,1,0,0,,1,0,1,1334.0612,356.45313,5.8762031,1,9.7158175,,977.60803
7.2809253,1,-.2631363,1,7.0175891,1,,0,19419,85,2.4139059,1,0,0,,0,0,0,1452.3308,336.23779,5.8178182,1,11.177533,,1116.093
,0,,0,,0,,0,19419,86,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19419,87,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19419,88,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19419,89,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19419,90,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19419,91,,0,,,,,,1,,,,0,,,
7.1471658,1,-.32605836,1,6.8248572,1,,0,19420,81,2.9957323,1,0,0,,1,0,0,1270.5,350.05469,5.858089,1,20,,920.44531
7.0580277,1,-.34382167,1,6.7177539,1,,0,19420,82,2.9957323,1,0,0,,1,0,0,1162.1504,335.1922,5.8147044,1,20,,826.95819
7.1084456,1,-.36422884,1,6.748239,1,,0,19420,83,2.8332133,1,0,0,,0,0,0,1222.2463,369.69034,5.9126658,1,17,,852.55597
6.9918818,1,-.37390015,1,6.6235461,1,,0,19420,84,2.6390574,1,0,0,,0,0,0,1087.767,335.15787,5.8146014,1,14,,752.60913
6.9122863,1,-.3083708,1,6.6110015,1,,0,19420,85,2.4849067,1,0,0,,0,0,0,1004.5411,261.3139,5.5657225,1,12,,743.22717
,0,,0,,0,,0,19420,86,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19420,87,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19420,88,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19420,89,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19420,90,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19420,91,,0,,,,,,1,,,,0,,,
7.1683488,1,-.58590817,1,6.5842385,1,,0,19421,81,3.196034,1,0,0,,0,0,0,1297.7,574.1001,6.3528037,1,24.435425,,723.59991
7.0537562,1,-.44778377,1,6.6089206,1,,0,19421,82,3.1401417,1,0,0,,1,0,0,1157.197,415.51523,6.0295196,1,23.107143,,741.68182
6.925837,1,-.45899233,1,6.4700904,1,,0,19421,83,3.0973768,1,0,0,,0,0,0,1018.2467,372.70468,5.9207864,1,22.139801,,645.54199
6.765985,1,-.40783986,1,6.361629,1,,0,19421,84,2.8002884,1,0,0,,0,0,0,867.82043,288.63144,5.6651506,1,16.44939,,579.18896
6.6741586,1,-.33149967,1,6.3487391,1,,0,19421,85,2.7973948,1,0,0,,0,0,0,791.68085,219.90933,5.3932152,1,16.401859,,571.77155
6.4207168,1,-.53515136,1,5.8868852,1,,0,19421,86,2.7792923,1,0,0,,0,0,1,614.44342,254.16194,5.5379715,1,16.107616,,360.28146
6.3363967,1,-.41866061,1,5.9156852,1,,0,19421,87,2.6157932,1,0,0,,0,0,1,564.75775,193.94946,5.2675977,1,13.678062,,370.80829
6.587337,1,-.56057292,1,6.0277495,1,,0,19421,88,2.6525269,1,0,0,,1,0,1,725.84558,311.06519,5.7400022,1,14.18985,,414.78043
6.3280559,1,-.48126456,1,5.8501601,1,,0,19421,89,2.4395032,1,0,0,,0,0,0,560.06647,212.77649,5.3602424,1,11.467341,,347.28998
5.9262958,1,-.42193717,1,5.5142589,1,,0,19421,90,1.9076903,1,0,0,,1,0,1,374.76385,126.55796,4.8407001,1,6.7375093,,248.2059
,0,,0,,0,,0,19421,91,,0,,,,,,1,,,,0,,,
6.1622615,1,-.38213554,1,5.7948098,1,,0,19422,81,2.3025851,1,0,0,,0,0,0,474.5,145.91035,4.9829922,1,10,,328.58966
6.175941,1,-.45459297,1,5.7345901,1,,0,19422,82,2.3025851,1,0,0,,0,0,0,481.0354,171.64932,5.1454535,1,10,,309.38608
6.2780128,1,-.34571838,1,5.9379525,1,,0,19422,83,2.3025851,1,0,0,,0,0,0,532.72913,153.57129,5.0341649,1,10,,379.15781
6.5126624,1,-.39335653,1,6.1347499,1,,0,19422,84,2.3371203,1,0,0,,1,0,0,673.61743,211.9938,5.3565569,1,10.351384,,461.62363
6.5037141,1,-.3731626,1,6.145493,1,,0,19422,85,2.5754707,1,0,0,,1,0,0,667.61694,201.00717,5.3033404,1,13.1375,,466.60977
6.3959613,1,-.46474659,1,5.9448047,1,,0,19422,86,2.3025851,1,0,0,,1,0,0,599.41925,217.6545,5.3829088,1,10,,381.76474
6.2311006,1,-.40148643,1,5.8342271,1,,0,19422,87,2.1972246,1,0,0,,1,0,0,508.31439,166.51408,5.1150799,1,9,,341.80032
6.5268683,1,-.47666574,1,6.055058,1,,0,19422,88,2.3025851,1,0,0,,1,0,0,683.25525,256.99152,5.5490432,1,10,,426.26376
6.5363526,1,-.45485678,1,6.0876126,1,,0,19422,89,2.1994591,1,0,0,,1,0,1,689.76587,249.39706,5.5190463,1,9.020134,,440.3688
6.4967055,1,-.42300034,1,6.0796189,1,,0,19422,90,2.2011588,1,0,0,,1,0,1,662.9538,226.09097,5.4209375,1,9.0354776,,436.86285
6.2534318,1,-.45058313,1,5.8102708,1,,0,19422,91,2.195966,1,0,0,,1,0,1,519.79346,186.08408,5.2261987,1,8.9886789,,333.70938
5.31074,1,-.4347795,1,4.8873129,1,,0,19423,81,1.7134005,1,0,0,,0,0,1,202.5,69.903198,4.2471113,1,5.5477943,,132.5968
6.7245965,1,-1.1943321,1,5.5328012,1,,0,19423,82,2.355489,1,0,0,,1,1,1,832.63623,579.78497,6.3626571,1,10.543283,,252.85124
,0,,0,,0,,0,19423,83,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19423,84,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19423,85,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19423,86,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19423,87,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19423,88,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19423,89,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19423,90,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19423,91,,0,,,,,,1,,,,0,,,
6.9071555,1,-.39481559,1,6.5341306,1,,0,19424,81,2.2196059,1,0,0,,0,0,0,999.40002,311.16498,5.7403235,1,9.2037039,,688.23499
7.3432612,1,-.5588544,1,6.810513,1,,0,19424,82,2.2351961,1,0,0,,1,0,0,1545.7444,638.40802,6.4589772,1,9.3483143,,907.33643
7.1901488,1,-.29214367,1,6.9242015,1,,0,19424,83,2.2723756,1,0,0,,0,1,0,1326.3002,309.71759,5.735661,1,9.7024221,,1016.5826
6.9118609,1,-.28250226,1,6.654923,1,,0,19424,84,2.3916676,1,0,0,,1,0,1,1004.1138,227.51558,5.4272184,1,10.931707,,776.59821
,0,,0,,0,,0,19424,85,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19424,86,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19424,87,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19424,88,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19424,89,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19424,90,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19424,91,,0,,,,,,1,,,,0,,,
7.4536195,1,-.24746512,1,7.2046685,1,,0,19425,81,1.7917595,1,0,0,,0,0,0,1726.1,380.40128,5.9412265,1,6,,1345.6987
7.245379,1,-.23955703,1,7.0046086,1,,0,19425,82,1.7917595,1,0,0,,0,0,0,1401.6125,299.91318,5.7034926,1,6,,1101.6993
,0,,0,,0,,0,19425,83,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19425,84,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19425,85,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19425,86,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19425,87,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19425,88,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19425,89,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19425,90,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19425,91,,0,,,,,,1,,,,0,,,
5.6947417,1,-1.1482606,1,4.5283594,1,,0,19426,81,2.1970723,1,0,0,,1,0,1,297.29999,204.69348,5.3215137,1,8.9986286,,92.606522
5.5607047,1,-1.0266259,1,4.5613813,1,,0,19426,82,2.1955578,1,0,0,,0,0,1,260.00598,164.29036,5.1016355,1,8.9850111,,95.715622
5.6259813,1,-1.0066388,1,4.6082211,1,,0,19426,83,2.3958426,1,0,0,,0,0,0,277.54446,177.23892,5.1774988,1,10.977444,,100.30553
,0,,0,,0,,0,19426,84,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19426,85,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19426,86,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19426,87,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19426,88,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19426,89,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19426,90,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19426,91,,0,,,,,,1,,,,0,,,
6.8943658,1,-.37109748,1,6.5253673,1,,0,19427,81,2.2978051,1,0,0,,1,0,0,986.70001,304.46973,5.7185712,1,9.9523144,,682.23029
6.583879,1,-.60303479,1,5.9832568,1,,0,19427,82,2.0719669,1,0,0,,1,0,0,723.33954,326.60919,5.7887645,1,7.9404254,,396.73038
,0,,0,,0,,0,19427,83,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19427,84,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19427,85,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19427,86,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19427,87,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19427,88,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19427,89,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19427,90,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19427,91,,0,,,,,,1,,,,0,,,
8.7842541,1,-.29741704,1,8.4908791,1,,0,19428,81,4.6103835,1,0,0,,1,0,0,6530.6001,1660.4567,7.4148479,1,100.52271,,4870.1436
9.2421322,1,-.37458119,1,8.8696079,1,,0,19428,82,5.0074744,1,0,0,,1,1,1,10323.017,3210.5273,8.0741911,1,149.5266,,7112.4893
9.345561,1,-.33376262,1,9.0108023,1,,0,19428,83,4.8634753,1,0,0,,1,1,1,11447.885,3256.7954,8.0884991,1,129.4734,,8191.0889
9.3754406,1,-.26931164,1,9.1042366,1,,0,19428,84,4.9738841,1,0,0,,0,1,0,11795.111,2801.8015,7.9380183,1,144.58737,,8993.3105
9.4007626,1,-.25456047,1,9.1436634,1,,0,19428,85,5.0099373,1,0,0,,0,1,0,12097.593,2742.6196,7.9166684,1,149.89532,,9354.9736
9.3911552,1,-.27655727,1,9.1119928,1,,0,19428,86,5.0176411,1,0,0,,1,1,0,11981.932,2918.5952,7.9788575,1,151.05458,,9063.3369
9.3761168,1,-.28997767,1,9.0821619,1,,0,19428,87,5.0719118,1,0,0,,1,1,0,11803.092,3006.1321,8.0084095,1,159.47891,,8796.959
9.3879356,1,-.30558625,1,9.077282,1,,0,19428,88,5.1039262,1,0,0,,1,1,0,11943.416,3189.2766,8.0675497,1,164.66716,,8754.1387
9.4141035,1,-.27524617,1,9.1348848,1,,0,19428,89,5.1548047,1,0,0,,1,1,0,12260.069,2986.8657,8.0019798,1,173.26199,,9273.2041
9.430521,1,-.29891211,1,9.1275578,1,,0,19428,90,5.2812958,1,0,0,,1,0,0,12463.011,3257.5024,8.0887165,1,196.62451,,9205.5088
9.4111347,1,-.33978954,1,9.0688868,1,,0,19428,91,5.1881771,1,0,0,,1,1,1,12223.728,3542.7749,8.1726656,1,179.14174,,8680.9521
8.1361094,1,-.34785545,1,7.7946076,1,,0,19429,81,3.6608961,1,0,0,,1,1,0,3415.6001,988.12384,6.8958077,1,38.896179,,2427.4761
8.0798159,1,-.20958558,1,7.8802629,1,,0,19429,82,3.7743864,1,0,0,,1,1,0,3228.6375,584.06995,6.3700204,1,43.570763,,2644.5676
8.202364,1,-.41654322,1,7.8064685,1,,0,19429,83,4.0023422,1,0,0,,1,0,0,3649.5649,1193.1246,7.084331,1,54.726181,,2456.4402
8.2219934,1,-.30532795,1,7.9423385,1,,0,19429,84,3.9703107,1,0,0,,1,0,0,3721.9121,907.97791,6.8112197,1,53.000999,,2813.9341
8.1368399,1,-.29847154,1,7.8765664,1,,0,19429,85,3.9752035,1,0,0,,1,0,0,3418.0969,783.28674,6.6634984,1,53.260952,,2634.8101
8.0114594,1,-.29135984,1,7.748076,1,,0,19429,86,3.9738653,1,0,0,,1,0,0,3015.3135,698.20294,6.5485101,1,53.189728,,2317.1106
8.1668749,1,-.30315572,1,7.8911433,1,,0,19429,87,3.91418,1,0,0,,1,0,0,3522.3191,848.82092,6.7438483,1,50.107971,,2673.4983
8.2142372,1,-.29464993,1,7.9370914,1,,0,19429,88,3.9408591,1,0,0,,1,0,0,3693.1558,893.94958,6.7956491,1,51.462788,,2799.2063
8.221735,1,-.29365405,1,7.9293561,1,,0,19429,89,3.9624879,1,0,0,,1,0,0,3720.9524,943.31525,6.8494,1,52.588001,,2777.6372
8.1736374,1,-.31667927,1,7.8606553,1,,0,19429,90,3.9651144,1,0,0,,1,0,0,3546.218,952.99823,6.8596129,1,52.726303,,2593.2197
8.2394323,1,-.28088179,1,7.963573,1,,0,19429,91,4.0289617,1,0,0,,1,0,0,3787.3867,913.06189,6.8168035,1,56.202511,,2874.3247
6.6015019,1,-.53562582,1,6.0700908,1,,0,19430,81,3.1686561,1,0,0,,0,0,1,736.20001,303.48022,5.7153163,1,23.775511,,432.71979
,0,,0,,0,,0,19430,82,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19430,83,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19430,84,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19430,85,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19430,86,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19430,87,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19430,88,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19430,89,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19430,90,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19430,91,,0,,,,,,1,,,,0,,,
6.1351323,1,-.58527792,1,5.5642052,1,,0,19431,81,1.6109406,1,0,0,,0,0,1,461.79999,200.88225,5.3027191,1,5.0075188,,260.91776
5.8374743,1,-.39638963,1,5.4493599,1,,0,19431,82,1.9919446,1,0,0,,1,0,0,342.91229,110.30308,4.7032318,1,7.3297729,,232.60922
,0,,0,,0,,0,19431,83,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19431,84,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19431,85,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19431,86,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19431,87,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19431,88,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19431,89,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19431,90,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19431,91,,0,,,,,,1,,,,0,,,
4.8402424,1,-.45696643,1,4.3772039,1,,0,19432,81,,0,0,0,,0,,1,126.5,46.884869,3.8476949,1,,,79.615128
,0,,0,,0,,0,19432,82,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19432,83,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19432,84,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19432,85,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19432,86,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19432,87,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19432,88,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19432,89,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19432,90,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19432,91,,0,,,,,,1,,,,0,,,
6.3494887,1,-.26180518,1,6.0916286,1,,0,19433,81,2.280453,1,0,0,,1,0,1,572.20001,130.05893,4.8679876,1,9.7811098,,442.14105
6.2882323,1,-.28848705,1,6.0074763,1,,0,19433,82,1.348267,1,0,0,,1,1,1,538.20099,131.74478,4.8808665,1,3.8507462,,406.45621
,0,,0,,0,,0,19433,83,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19433,84,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19433,85,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19433,86,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19433,87,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19433,88,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19433,89,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19433,90,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19433,91,,0,,,,,,1,,,,0,,,
6.5191474,1,-.25118804,1,6.2683892,1,,0,19434,81,1.9204934,1,0,0,,1,0,0,678,150.3732,5.0131202,1,6.8243241,,527.62683
6.2366843,1,-.063448302,1,6.1730924,1,,0,19434,82,.98769534,1,0,0,,1,0,1,511.16104,31.493896,3.4497938,1,2.6850393,,479.66714
,0,,0,,0,,0,19434,83,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19434,84,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19434,85,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19434,86,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19434,87,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19434,88,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19434,89,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19434,90,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19434,91,,0,,,,,,1,,,,0,,,
6.1484685,1,-.46693143,1,5.6883874,1,,0,19435,81,2.4943085,1,0,0,,1,0,0,468,172.58318,5.1508794,1,12.113353,,295.41681
6.0265613,1,-.61476433,1,5.4211359,1,,0,19435,82,2.7744992,1,0,0,,1,0,0,414.28809,188.15219,5.2372513,1,16.030596,,226.13589
6.3948121,1,-.49926913,1,5.9134669,1,,0,19435,83,2.8415344,1,0,0,,1,0,0,598.73096,228.74446,5.4326053,1,17.142046,,369.98651
6.499126,1,-.43110698,1,6.0696559,1,,0,19435,84,2.9021871,1,0,0,,0,0,0,664.56049,232.02885,5.4468617,1,18.213936,,432.53165
6.5152497,1,-.39339629,1,6.1205716,1,,0,19435,85,3.3322046,1,0,0,,0,0,0,675.36285,220.23799,5.3947086,1,28,,455.12485
6.5156245,1,-.41135275,1,6.1057773,1,,0,19435,86,3.0910425,1,0,0,,0,0,0,675.61548,227.17441,5.4257178,1,22,,448.44107
6.9033809,1,-.44808489,1,6.4664569,1,,0,19435,87,3.2188759,1,0,0,,0,0,0,995.63489,352.43402,5.8648639,1,25,,643.20081
6.7962203,1,-.47827634,1,6.3357272,1,,0,19435,88,3.2188759,1,0,0,,0,0,0,894.46045,330.08066,5.7993369,1,25,,564.37976
6.8913579,1,-.38077205,1,6.519917,1,,0,19435,89,3.4657359,1,0,0,,0,0,0,983.73669,305.21454,5.7210145,1,32,,678.52216
6.8891578,1,-.41708696,1,6.4855609,1,,0,19435,90,3.4657359,1,0,0,,0,0,0,981.57458,325.96817,5.7867999,1,32,,655.60645
6.4600711,1,-.41563109,1,6.0545659,1,,0,19435,91,2.6651108,1,0,0,,1,1,0,639.10645,213.05254,5.3615389,1,14.369541,,426.05389
6.6397452,1,-.2729311,1,6.4020152,1,,0,19436,81,3.2027662,1,0,0,,0,0,0,764.90002,161.84111,5.0866151,1,24.600487,,603.0589
7.2875781,1,-.30198359,1,7.0024838,1,,0,19436,82,3.3994756,1,0,0,,0,0,0,1462.0261,362.66592,5.8934817,1,29.948387,,1099.3601
6.9983478,1,-.194178,1,6.8338943,1,,0,19436,83,2.6927671,1,0,0,,1,0,1,1094.8224,166.02158,5.1121178,1,14.772496,,928.80078
,0,,0,,0,,0,19436,84,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19436,85,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19436,86,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19436,87,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19436,88,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19436,89,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19436,90,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19436,91,,0,,,,,,1,,,,0,,,
7.0365882,1,-.3489809,1,6.6924348,1,,0,19437,81,2.6995509,1,0,0,,1,1,1,1137.5,331.21686,5.802773,1,14.873052,,806.28314
6.9341121,1,-.43073425,1,6.5057359,1,,0,19437,82,2.4642985,1,0,0,,0,0,1,1026.7069,357.73892,5.8798032,1,11.755234,,668.96802
6.8110919,1,-.43398362,1,6.3812785,1,,0,19437,83,2.3711627,1,0,0,,0,0,1,907.862,317.17969,5.7594686,1,10.709838,,590.68231
6.6513038,1,-.42567214,1,6.2338977,1,,0,19437,84,2.205611,1,0,0,,0,0,1,773.79279,264.05411,5.5761538,1,9.0757942,,509.73868
6.1538129,1,-.3072162,1,5.8519387,1,,0,19437,85,2.2377546,1,0,0,,0,0,1,470.50812,122.59983,4.8089256,1,9.372263,,347.90826
5.8142343,1,-.18819754,1,5.6350107,1,,0,19437,86,2.2390552,1,0,0,,0,0,1,335.03485,54.972851,4.0068393,1,9.3844604,,280.06198
,0,,0,,0,,0,19437,87,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19437,88,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19437,89,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19437,90,,0,,,,,,1,,,,0,,,
,0,,0,,0,,0,19437,91,,0,,,,,,1,,,,0,,,
7.8664155,1,-.49990723,1,7.3679414,1,,0,19438,81,3.9180744,1,0,1,,1,1,1,2608.2,1023.8311,6.9313064,1,50.30349,,1584.3689
7.8762593,1,-.67943066,1,7.1998649,1,,0,19438,82,3.5354209,1,0,1,,1,1,1,2634.0017,1294.7515,7.1660743,1,34.309456,,1339.2502
7.9378409,1,-.65119678,1,7.2921395,1,,0,19438,83,3.4305007,1,0,0,,1,1,1,2801.3066,1332.5966,7.1948848,1,30.892109,,1468.7101
7.9996819,1,-.52698046,1,7.4751687,1,,0,19438,84,3.6889651,1,0,1,,1,1,1,2980.0105,1216.3113,7.1035781,1,40.003426,,1763.6992
7.9022813,1,-.45352525,1,7.4524503,1,,0,19438,85,3.5374715,1,0,1,,0,1,1,2703.4419,979.35901,6.8868985,1,34.379883,,1724.083
7.7663312,1,-.36421761,1,7.4072556,1,,0,19438,86,3.5099635,1,0,1,,1,1,1,2359.7974,711.89978,6.5679374,1,33.447048,,1647.8977
7.7249017,1,-.32489651,1,7.4043269,1,,0,19438,87,3.5099432,1,0,0,,1,1,1,2264.0298,620.95056,6.431251,1,33.446369,,1643.0791
8.4637499,1,-.80328572,1,7.6632838,1,,0,19438,88,3.6825416,1,0,0,,1,1,0,4739.7969,2611.0598,7.8675113,1,39.747292,,2128.7371
8.5957899,1,-.2374277,1,8.3594484,1,,0,19438,89,3.6364007,1,0,0,,1,1,0,5408.8359,1138.5004,7.0374675,1,37.954979,,4270.3354
8.6722975,1,-.67147917,1,8.0050964,1,,0,19438,90,3.7427466,1,0,0,,0,1,0,5838.894,2842.7068,7.9525123,1,42.213779,,2996.1873
8.3199549,1,-.33163792,1,7.9934716,1,,0,19438,91,3.8724191,1,0,0,,0,1,0,4104.9736,1143.4127,7.0417724,1,48.05851,,2961.561
